year,industry_ode_ANZSI,industry_name_ANZSI,rme_size_grp,variale,value,unit
2015,I,"Transport, Postal and Warehousing",g_100-199,Ativity unit,63,OUNT
2015,I,"Transport, Postal and Warehousing",g_100-199,Rolling mean employees,8577,OUNT
2015,I,"Transport, Postal and Warehousing",g_100-199,Salaries and wages paid,526,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",g_100-199,"Sales, government funding, grants and susidies",1900,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",g_100-199,Total inome,1993,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",g_100-199,Total expenditure,1782,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",g_100-199,Operating profit efore tax,219,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",g_100-199,Total assets,2023,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",g_100-199,Fixed tangile assets,1153,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",h_200+,Ativity unit,63,OUNT
2015,I,"Transport, Postal and Warehousing",h_200+,Rolling mean employees,41910,OUNT
2015,I,"Transport, Postal and Warehousing",h_200+,Salaries and wages paid,3004,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",h_200+,"Sales, government funding, grants and susidies",11722,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",h_200+,Total inome,12202,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",h_200+,Total expenditure,10912,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",h_200+,Operating profit efore tax,1403,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",h_200+,Total assets,21231,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",h_200+,Fixed tangile assets,12658,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",i_Industry_Total,Ativity unit,15519,OUNT
2015,I,"Transport, Postal and Warehousing",i_Industry_Total,Rolling mean employees,88998,OUNT
2015,I,"Transport, Postal and Warehousing",i_Industry_Total,Salaries and wages paid,5694,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",i_Industry_Total,"Sales, government funding, grants and susidies",22710,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",i_Industry_Total,Total inome,23544,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",i_Industry_Total,Total expenditure,21142,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",i_Industry_Total,Operating profit efore tax,,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",i_Industry_Total,Total assets,36809,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",i_Industry_Total,Fixed tangile assets,23100,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,a_0,Ativity unit,3657,OUNT
2015,J,Information Media and Teleommuniations,a_0,Rolling mean employees,0,OUNT
2015,J,Information Media and Teleommuniations,a_0,Salaries and wages paid,131,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,a_0,"Sales, government funding, grants and susidies",873,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,a_0,Total inome,893,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,a_0,Total expenditure,815,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,a_0,Operating profit efore tax,153,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,a_0,Total assets,973,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,a_0,Fixed tangile assets,154,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,_1-5,Ativity unit,999,OUNT
2015,J,Information Media and Teleommuniations,_1-5,Rolling mean employees,1872,OUNT
2015,J,Information Media and Teleommuniations,_1-5,Salaries and wages paid,125,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,_1-5,"Sales, government funding, grants and susidies",506,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,_1-5,Total inome,512,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,_1-5,Total expenditure,466,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,_1-5,Operating profit efore tax,46,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,_1-5,Total assets,355,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,_1-5,Fixed tangile assets,70,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,_6-9,Ativity unit,156,OUNT
2015,J,Information Media and Teleommuniations,_6-9,Rolling mean employees,1113,OUNT
2015,J,Information Media and Teleommuniations,_6-9,Salaries and wages paid,60,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,_6-9,"Sales, government funding, grants and susidies",443,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,_6-9,Total inome,459,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,_6-9,Total expenditure,430,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,_6-9,Operating profit efore tax,,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,_6-9,Total assets,256,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,_6-9,Fixed tangile assets,37,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,d_10-19,Ativity unit,99,OUNT
2015,J,Information Media and Teleommuniations,d_10-19,Rolling mean employees,1365,OUNT
2015,J,Information Media and Teleommuniations,d_10-19,Salaries and wages paid,74,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,d_10-19,"Sales, government funding, grants and susidies",411,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,d_10-19,Total inome,418,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,d_10-19,Total expenditure,431,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,d_10-19,Operating profit efore tax,-1,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,d_10-19,Total assets,933,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,d_10-19,Fixed tangile assets,168,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,e_20-49,Ativity unit,60,OUNT
2015,J,Information Media and Teleommuniations,e_20-49,Rolling mean employees,1896,OUNT
2015,J,Information Media and Teleommuniations,e_20-49,Salaries and wages paid,126,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,e_20-49,"Sales, government funding, grants and susidies",631,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,e_20-49,Total inome,636,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,e_20-49,Total expenditure,605,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,e_20-49,Operating profit efore tax,36,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,e_20-49,Total assets,607,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,e_20-49,Fixed tangile assets,219,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,f_50-99,Ativity unit,27,OUNT
2015,J,Information Media and Teleommuniations,f_50-99,Rolling mean employees,1881,OUNT
2015,J,Information Media and Teleommuniations,f_50-99,Salaries and wages paid,99,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,f_50-99,"Sales, government funding, grants and susidies",343,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,f_50-99,Total inome,355,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,f_50-99,Total expenditure,359,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,f_50-99,Operating profit efore tax,7,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,f_50-99,Total assets,487,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,f_50-99,Fixed tangile assets,78,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,g_100-199,Ativity unit,12,OUNT
2015,J,Information Media and Teleommuniations,g_100-199,Rolling mean employees,1314,OUNT
2015,J,Information Media and Teleommuniations,g_100-199,Salaries and wages paid,93,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,g_100-199,"Sales, government funding, grants and susidies",426,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,g_100-199,Total inome,428,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,g_100-199,Total expenditure,397,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,g_100-199,Operating profit efore tax,35,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,g_100-199,Total assets,437,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,g_100-199,Fixed tangile assets,228,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,h_200+,Ativity unit,18,OUNT
2015,J,Information Media and Teleommuniations,h_200+,Rolling mean employees,25203,OUNT
2015,J,Information Media and Teleommuniations,h_200+,Salaries and wages paid,1630,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,h_200+,"Sales, government funding, grants and susidies",9494,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,h_200+,Total inome,9879,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,h_200+,Total expenditure,9487,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,h_200+,Operating profit efore tax,448,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,h_200+,Total assets,18142,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,h_200+,Fixed tangile assets,6542,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,i_Industry_Total,Ativity unit,5031,OUNT
2015,J,Information Media and Teleommuniations,i_Industry_Total,Rolling mean employees,34641,OUNT
2015,J,Information Media and Teleommuniations,i_Industry_Total,Salaries and wages paid,2338,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,i_Industry_Total,"Sales, government funding, grants and susidies",13126,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,i_Industry_Total,Total inome,13582,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,i_Industry_Total,Total expenditure,12990,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,i_Industry_Total,Operating profit efore tax,,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,i_Industry_Total,Total assets,22191,DOLLARS(millions)
2015,J,Information Media and Teleommuniations,i_Industry_Total,Fixed tangile assets,7495,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,a_0,Ativity unit,25044,OUNT
2015,K,Finanial and Insurane Servies,a_0,Rolling mean employees,0,OUNT
2015,K,Finanial and Insurane Servies,a_0,Salaries and wages paid,430,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,a_0,"Sales, government funding, grants and susidies",5265,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,a_0,Total inome,27187,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,a_0,Total expenditure,17337,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,a_0,Operating profit efore tax,11271,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,a_0,Total assets,405133,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,a_0,Fixed tangile assets,18031,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,_1-5,Ativity unit,2349,OUNT
2015,K,Finanial and Insurane Servies,_1-5,Rolling mean employees,4296,OUNT
2015,K,Finanial and Insurane Servies,_1-5,Salaries and wages paid,353,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,_1-5,"Sales, government funding, grants and susidies",1614,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,_1-5,Total inome,3590,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,_1-5,Total expenditure,2396,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,_1-5,Operating profit efore tax,870,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,_1-5,Total assets,29793,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,_1-5,Fixed tangile assets,1100,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,_6-9,Ativity unit,252,OUNT
2015,K,Finanial and Insurane Servies,_6-9,Rolling mean employees,1797,OUNT
2015,K,Finanial and Insurane Servies,_6-9,Salaries and wages paid,191,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,_6-9,"Sales, government funding, grants and susidies",666,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,_6-9,Total inome,1090,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,_6-9,Total expenditure,797,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,_6-9,Operating profit efore tax,229,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,_6-9,Total assets,4449,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,_6-9,Fixed tangile assets,118,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,d_10-19,Ativity unit,156,OUNT
2015,K,Finanial and Insurane Servies,d_10-19,Rolling mean employees,2097,OUNT
2015,K,Finanial and Insurane Servies,d_10-19,Salaries and wages paid,154,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,d_10-19,"Sales, government funding, grants and susidies",611,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,d_10-19,Total inome,1078,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,d_10-19,Total expenditure,892,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,d_10-19,Operating profit efore tax,163,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,d_10-19,Total assets,8151,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,d_10-19,Fixed tangile assets,179,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,e_20-49,Ativity unit,87,OUNT
2015,K,Finanial and Insurane Servies,e_20-49,Rolling mean employees,2670,OUNT
2015,K,Finanial and Insurane Servies,e_20-49,Salaries and wages paid,263,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,e_20-49,"Sales, government funding, grants and susidies",771,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,e_20-49,Total inome,1613,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,e_20-49,Total expenditure,1295,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,e_20-49,Operating profit efore tax,297,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,e_20-49,Total assets,15452,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,e_20-49,Fixed tangile assets,130,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,f_50-99,Ativity unit,36,OUNT
2015,K,Finanial and Insurane Servies,f_50-99,Rolling mean employees,2391,OUNT
2015,K,Finanial and Insurane Servies,f_50-99,Salaries and wages paid,193,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,f_50-99,"Sales, government funding, grants and susidies",606,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,f_50-99,Total inome,1067,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,f_50-99,Total expenditure,1044,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,f_50-99,Operating profit efore tax,158,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,f_50-99,Total assets,7408,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,f_50-99,Fixed tangile assets,,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,g_100-199,Ativity unit,27,OUNT
2015,K,Finanial and Insurane Servies,g_100-199,Rolling mean employees,3780,OUNT
2015,K,Finanial and Insurane Servies,g_100-199,Salaries and wages paid,323,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,g_100-199,"Sales, government funding, grants and susidies",869,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,g_100-199,Total inome,1701,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,g_100-199,Total expenditure,1662,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,g_100-199,Operating profit efore tax,-50,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,g_100-199,Total assets,23159,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,g_100-199,Fixed tangile assets,,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,h_200+,Ativity unit,36,OUNT
2015,K,Finanial and Insurane Servies,h_200+,Rolling mean employees,42126,OUNT
2015,K,Finanial and Insurane Servies,h_200+,Salaries and wages paid,3619,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,h_200+,"Sales, government funding, grants and susidies",7636,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,h_200+,Total inome,34787,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,h_200+,Total expenditure,27920,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,h_200+,Operating profit efore tax,6113,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,h_200+,Total assets,538267,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,h_200+,Fixed tangile assets,727,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,i_Industry_Total,Ativity unit,27981,OUNT
2015,K,Finanial and Insurane Servies,i_Industry_Total,Rolling mean employees,59160,OUNT
2015,K,Finanial and Insurane Servies,i_Industry_Total,Salaries and wages paid,5526,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,i_Industry_Total,"Sales, government funding, grants and susidies",18038,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,i_Industry_Total,Total inome,72111,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,i_Industry_Total,Total expenditure,53343,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,i_Industry_Total,Operating profit efore tax,19050,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,i_Industry_Total,Total assets,1031810,DOLLARS(millions)
2015,K,Finanial and Insurane Servies,i_Industry_Total,Fixed tangile assets,20610,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",a_0,Ativity unit,70686,OUNT
2015,L,"Rental, Hiring and Real Estate Servies",a_0,Rolling mean employees,0,OUNT
2015,L,"Rental, Hiring and Real Estate Servies",a_0,Salaries and wages paid,384,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",a_0,"Sales, government funding, grants and susidies",14818,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",a_0,Total inome,18085,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",a_0,Total expenditure,10655,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",a_0,Operating profit efore tax,5447,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",a_0,Total assets,174722,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",a_0,Fixed tangile assets,128749,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",_1-5,Ativity unit,5139,OUNT
2015,L,"Rental, Hiring and Real Estate Servies",_1-5,Rolling mean employees,8550,OUNT
2015,L,"Rental, Hiring and Real Estate Servies",_1-5,Salaries and wages paid,374,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",_1-5,"Sales, government funding, grants and susidies",2773,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",_1-5,Total inome,3121,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",_1-5,Total expenditure,2434,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",_1-5,Operating profit efore tax,477,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",_1-5,Total assets,15399,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",_1-5,Fixed tangile assets,10830,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",_6-9,Ativity unit,666,OUNT
2015,L,"Rental, Hiring and Real Estate Servies",_6-9,Rolling mean employees,4431,OUNT
2015,L,"Rental, Hiring and Real Estate Servies",_6-9,Salaries and wages paid,220,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",_6-9,"Sales, government funding, grants and susidies",799,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",_6-9,Total inome,853,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",_6-9,Total expenditure,745,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",_6-9,Operating profit efore tax,97,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",_6-9,Total assets,2690,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",_6-9,Fixed tangile assets,1776,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",d_10-19,Ativity unit,264,OUNT
2015,L,"Rental, Hiring and Real Estate Servies",d_10-19,Rolling mean employees,3375,OUNT
2015,L,"Rental, Hiring and Real Estate Servies",d_10-19,Salaries and wages paid,197,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",d_10-19,"Sales, government funding, grants and susidies",890,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",d_10-19,Total inome,952,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",d_10-19,Total expenditure,815,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",d_10-19,Operating profit efore tax,110,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",d_10-19,Total assets,1614,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",d_10-19,Fixed tangile assets,686,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",e_20-49,Ativity unit,126,OUNT
2015,L,"Rental, Hiring and Real Estate Servies",e_20-49,Rolling mean employees,3792,OUNT
2015,L,"Rental, Hiring and Real Estate Servies",e_20-49,Salaries and wages paid,201,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",e_20-49,"Sales, government funding, grants and susidies",857,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",e_20-49,Total inome,934,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",e_20-49,Total expenditure,786,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",e_20-49,Operating profit efore tax,95,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",e_20-49,Total assets,2169,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",e_20-49,Fixed tangile assets,1638,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",f_50-99,Ativity unit,24,OUNT
2015,L,"Rental, Hiring and Real Estate Servies",f_50-99,Rolling mean employees,1623,OUNT
2015,L,"Rental, Hiring and Real Estate Servies",f_50-99,Salaries and wages paid,111,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",f_50-99,"Sales, government funding, grants and susidies",484,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",f_50-99,Total inome,554,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",f_50-99,Total expenditure,449,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",f_50-99,Operating profit efore tax,43,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",f_50-99,Total assets,1111,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",f_50-99,Fixed tangile assets,,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",g_100-199,Ativity unit,21,OUNT
2015,L,"Rental, Hiring and Real Estate Servies",g_100-199,Rolling mean employees,2553,OUNT
2015,L,"Rental, Hiring and Real Estate Servies",g_100-199,Salaries and wages paid,185,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",g_100-199,"Sales, government funding, grants and susidies",993,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",g_100-199,Total inome,1153,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",g_100-199,Total expenditure,992,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",g_100-199,Operating profit efore tax,114,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",g_100-199,Total assets,2652,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",g_100-199,Fixed tangile assets,1178,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",h_200+,Ativity unit,6,OUNT
2015,L,"Rental, Hiring and Real Estate Servies",h_200+,Rolling mean employees,2961,OUNT
2015,L,"Rental, Hiring and Real Estate Servies",h_200+,Salaries and wages paid,153,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",h_200+,"Sales, government funding, grants and susidies",898,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",h_200+,Total inome,910,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",h_200+,Total expenditure,824,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",h_200+,Operating profit efore tax,93,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",h_200+,Total assets,957,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",h_200+,Fixed tangile assets,,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",i_Industry_Total,Ativity unit,76932,OUNT
2015,L,"Rental, Hiring and Real Estate Servies",i_Industry_Total,Rolling mean employees,27285,OUNT
2015,L,"Rental, Hiring and Real Estate Servies",i_Industry_Total,Salaries and wages paid,1824,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",i_Industry_Total,"Sales, government funding, grants and susidies",22513,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",i_Industry_Total,Total inome,26562,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",i_Industry_Total,Total expenditure,17700,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",i_Industry_Total,Operating profit efore tax,6477,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",i_Industry_Total,Total assets,201314,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Servies",i_Industry_Total,Fixed tangile assets,146201,DOLLARS(millions)
2015,M,"Professional, Sientifi and Tehnial Servies",a_0,Ativity unit,39072,OUNT
2015,M,"Professional, Sientifi and Tehnial Servies",a_0,Rolling mean employees,0,OUNT
2015,M,"Professional, Sientifi and Tehnial Servies",a_0,Salaries and wages paid,1573,DOLLARS(millions)
2015,M,"Professional, Sientifi and Tehnial Servies",a_0,"Sales, government funding, grants and susidies",6291,DOLLARS(millions)
2015,M,"Professional, Sientifi and Tehnial Servies",a_0,Total inome,6489,DOLLARS(millions)
2015,M,"Professional, Sientifi and Tehnial Servies",a_0,Total expenditure,4843,DOLLARS(millions)
2015,M,"Professional, Sientifi and Tehnial Servies",a_0,Operating profit efore tax,1675,DOLLARS(millions)
2015,M,"Professional, Sientifi and Tehnial Servies",a_0,Total assets,6246,DOLLARS(millions)
2015,M,"Professional, Sientifi and Tehnial Servies",a_0,Fixed tangile assets,1707,DOLLARS(millions)
2015,M,"Professional, Sientifi and Tehnial Servies",_1-5,Ativity unit,12504,OUNT
2015,M,"Professional, Sientifi and Tehnial Servies",_1-5,Rolling mean employees,24204,OUNT
2015,M,"Professional, Sientifi and Tehnial Servies",_1-5,Salaries and wages paid,1713,DOLLARS(millions)
2015,M,"Professional, Sientifi and Tehnial Servies",_1-5,"Sales, government funding, grants and susidies",4553,DOLLARS(millions)
2015,M,"Professional, Sientifi and Tehnial Servies",_1-5,Total inome,4767,DOLLARS(millions)
2015,M,"Professional, Sientifi and Tehnial Servies",_1-5,Total expenditure,4073,DOLLARS(millions)
2015,M,"Professional, Sientifi and Tehnial Servies",_1-5,Operating profit efore tax,697,DOLLARS(millions)
2015,M,"Professional, Sientifi and Tehnial Servies",_1-5,Total assets,4026,DOLLARS(millions)
2015,M,"Professional, Sientifi and Tehnial Servies",_1-5,Fixed tangile assets,576,DOLLARS(millions)
2015,M,"Professional, Sientifi and Tehnial Servies",_6-9,Ativity unit,1740,OUNT
2015,M,"Professional, Sientifi and Tehnial Servies",_6-9,Rolling mean employees,12420,OUNT
2015,M,"Professional, Sientifi and Tehnial Servies",_6-9,Salaries and wages paid,865,DOLLARS(millions)
2015,M,"Professional, Sientifi and Tehnial Servies",_6-9,"Sales, government funding, grants and susidies",1951,DOLLARS(millions)
2015,M,"Professional, Sientifi and Tehnial Servies",_6-9,Total inome,2022,DOLLARS(millions)
2015,M,"Professional, Sientifi and Tehnial Servies",_6-9,Total expenditure,1872,DOLLARS(millions)
2015,M,"Professional, Sientifi and Tehnial Servies",_6-9,Operating profit efore tax,122,DOLLARS(millions)
2015,M,"Professional, Sientifi and Tehnial Servies",_6-9,Total assets,1768,DOLLARS(millions)
