,Provincia,Edad Aprox.,Motivo Desaparción,Situación Actual,Sexo
8653,22,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8654,13,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8655,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8656,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8657,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8658,22,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8659,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8660,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8661,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8662,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8663,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8664,3,19,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8665,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8666,22,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8667,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8668,13,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8669,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8670,3,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8671,22,9,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8672,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8673,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8674,7,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8675,22,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8676,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8677,20,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8678,3,17,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8679,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8680,13,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8681,22,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8682,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8683,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8684,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8685,3,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8686,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8687,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8688,22,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8689,7,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8690,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8691,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8692,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8693,13,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8694,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8695,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8696,3,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8697,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8698,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8699,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8700,6,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8701,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8702,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8703,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8704,22,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8705,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8706,1,17,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8707,3,22,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8708,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8709,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8710,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8711,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8712,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8713,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8714,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8715,13,9,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8716,3,21,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8717,7,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8718,7,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8719,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8720,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8721,22,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8722,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8723,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8724,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8725,7,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8726,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8727,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8728,5,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8729,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8730,5,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8731,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8732,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8733,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8734,3,20,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8735,22,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8736,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8737,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8738,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8739,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8740,22,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8741,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8742,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8743,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8744,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8745,6,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8746,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8747,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8748,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8749,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8750,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8751,6,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8752,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8753,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8754,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8755,22,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8756,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8757,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8758,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8759,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8760,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8761,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8762,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8763,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8764,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8765,20,23,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8766,22,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8767,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8768,22,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8769,13,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8770,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8771,3,22,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8772,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8773,5,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8774,13,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8775,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8776,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8777,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8778,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8779,20,23,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8780,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8781,22,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8782,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8783,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8784,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8785,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8786,22,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8787,22,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8788,13,9,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8789,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8790,20,19,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8791,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8792,20,23,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8793,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8794,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8795,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8796,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8797,3,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8798,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8799,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8800,13,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8801,22,20,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8802,3,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8803,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8804,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8805,22,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8806,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8807,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8808,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8809,22,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8810,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8811,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8812,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8813,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8814,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8815,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8816,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8817,22,22,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8818,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8819,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8820,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8821,6,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8822,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8823,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8824,13,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8825,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8826,22,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8827,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8828,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8829,22,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8830,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8831,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8832,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8833,6,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8834,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8835,22,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8836,22,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8837,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8838,7,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8839,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8840,1,23,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8841,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8842,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8843,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8844,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8845,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8846,22,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8847,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8848,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8849,5,9,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8850,22,17,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8851,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8852,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8853,20,21,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8854,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8855,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8856,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8857,22,9,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8858,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8859,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8860,5,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8861,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8862,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8863,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8864,13,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8865,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8866,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8867,5,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8868,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8869,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8870,5,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8871,22,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8872,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8873,5,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8874,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8875,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8876,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8877,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8878,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8879,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8880,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8881,5,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8882,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8883,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8884,22,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8885,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8886,5,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8887,13,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8888,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8889,22,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8890,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8891,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8892,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8893,22,9,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8894,22,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8895,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8896,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8897,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8898,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8899,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8900,20,20,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8901,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8902,22,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8903,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8904,22,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8905,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8906,22,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8907,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8908,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8909,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8910,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8911,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8912,6,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8913,22,17,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8914,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8915,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8916,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8917,5,9,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8918,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8919,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8920,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8921,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8922,5,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8923,22,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8924,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8925,5,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8926,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8927,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8928,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8929,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8930,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8931,22,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8932,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8933,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8934,3,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8935,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8936,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8937,13,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8938,6,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8939,22,9,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8940,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8941,13,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8942,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8943,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8944,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8945,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8946,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8947,22,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8948,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8949,20,21,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8950,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8951,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8952,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8953,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8954,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8955,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8956,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8957,20,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8958,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8959,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8960,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8961,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8962,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8963,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8964,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8965,20,17,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8966,13,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8967,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8968,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8969,3,19,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8970,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8971,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8972,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8973,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8974,13,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8975,20,22,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8976,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8977,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8978,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8979,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8980,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8981,5,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8982,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8983,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8984,13,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8985,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8986,6,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8987,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8988,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8989,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8990,3,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8991,22,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8992,22,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8993,7,9,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8994,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8995,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8996,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8997,22,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
8998,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
8999,22,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9000,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9001,22,18,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9002,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9003,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9004,3,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9005,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
