,Provincia,Edad Aprox.,Sexo
5452,4,14,MUJER
5453,2,78,HOMBRE
5454,1,52,HOMBRE
5455,4,44,HOMBRE
5456,11,43,HOMBRE
5457,13,9,HOMBRE
5458,1,77,HOMBRE
5459,3,31,HOMBRE
5460,1,10,HOMBRE
5461,4,57,HOMBRE
5462,4,46,HOMBRE
5463,5,26,HOMBRE
5464,3,79,HOMBRE
5465,1,49,HOMBRE
5466,12,2,HOMBRE
5467,4,44,HOMBRE
5468,1,49,HOMBRE
5469,2,30,HOMBRE
5470,1,90,HOMBRE
5471,5,26,HOMBRE
5472,2,53,HOMBRE
5473,1,10,HOMBRE
5474,3,13,HOMBRE
5475,1,75,HOMBRE
5476,2,81,HOMBRE
5477,8,43,HOMBRE
5478,1,89,HOMBRE
5479,1,52,HOMBRE
5480,5,77,HOMBRE
5481,1,85,HOMBRE
5482,9,13,MUJER
5483,4,16,MUJER
5484,1,28,HOMBRE
5485,4,30,HOMBRE
5486,4,77,HOMBRE
5487,4,42,HOMBRE
5488,2,27,HOMBRE
5489,13,6,HOMBRE
5490,1,75,HOMBRE
5491,1,6,HOMBRE
5492,1,84,HOMBRE
5493,11,22,HOMBRE
5494,1,10,HOMBRE
5495,1,51,HOMBRE
5496,3,13,HOMBRE
5497,4,14,MUJER
5498,1,9,HOMBRE
5499,4,25,HOMBRE
5500,6,46,HOMBRE
5501,11,45,HOMBRE
5502,1,23,HOMBRE
5503,4,43,HOMBRE
5504,7,54,HOMBRE
5505,3,24,HOMBRE
5506,5,59,HOMBRE
5507,7,49,HOMBRE
5508,2,11,HOMBRE
5509,6,68,HOMBRE
5510,12,77,HOMBRE
5511,4,43,HOMBRE
5512,6,13,MUJER
5513,7,45,HOMBRE
5514,8,12,MUJER
5515,11,77,HOMBRE
5516,4,57,HOMBRE
5517,1,89,HOMBRE
5518,2,47,HOMBRE
5519,3,83,HOMBRE
5520,2,24,HOMBRE
5521,1,83,HOMBRE
5522,3,79,HOMBRE
5523,3,46,HOMBRE
5524,11,25,HOMBRE
5525,2,14,HOMBRE
5526,2,47,HOMBRE
5527,3,56,HOMBRE
5528,2,13,HOMBRE
5529,2,79,HOMBRE
5530,5,77,HOMBRE
5531,4,14,MUJER
5532,1,9,HOMBRE
5533,3,15,HOMBRE
5534,1,6,HOMBRE
5535,3,77,HOMBRE
5536,14,26,HOMBRE
5537,3,26,HOMBRE
5538,13,20,HOMBRE
5539,4,15,HOMBRE
5540,11,45,HOMBRE
5541,4,15,HOMBRE
5542,3,20,HOMBRE
5543,10,44,MUJER
5544,8,22,HOMBRE
5545,7,40,HOMBRE
5546,4,20,HOMBRE
5547,10,40,HOMBRE
5548,4,15,HOMBRE
5549,3,29,HOMBRE
5550,13,44,MUJER
5551,5,37,HOMBRE
5552,4,17,HOMBRE
5553,4,18,HOMBRE
5554,14,38,HOMBRE
5555,4,18,HOMBRE
5556,15,40,MUJER
5557,13,21,HOMBRE
5558,4,23,HOMBRE
5559,18,30,HOMBRE
5560,6,39,HOMBRE
5561,4,18,HOMBRE
5562,17,28,HOMBRE
5563,4,18,HOMBRE
5564,4,17,HOMBRE
5565,17,32,HOMBRE
5566,4,17,HOMBRE
5567,4,14,HOMBRE
5568,4,14,HOMBRE
5569,11,19,HOMBRE
5570,1,35,HOMBRE
5571,4,17,HOMBRE
5572,6,39,HOMBRE
5573,12,45,HOMBRE
5574,9,25,HOMBRE
5575,19,31,HOMBRE
5576,4,37,HOMBRE
5577,11,19,HOMBRE
5578,4,20,HOMBRE
5579,2,29,HOMBRE
5580,9,43,MUJER
5581,15,37,HOMBRE
5582,3,27,HOMBRE
5583,13,20,HOMBRE
5584,12,40,HOMBRE
5585,8,41,HOMBRE
5586,4,17,HOMBRE
5587,6,17,HOMBRE
5588,2,29,HOMBRE
5589,5,38,HOMBRE
5590,11,19,HOMBRE
5591,13,43,MUJER
5592,9,43,MUJER
5593,7,42,MUJER
5594,4,17,HOMBRE
5595,7,42,MUJER
5596,15,38,HOMBRE
5597,5,17,HOMBRE
5598,2,31,HOMBRE
5599,13,25,HOMBRE
5600,8,39,HOMBRE
5601,10,19,HOMBRE
5602,8,42,HOMBRE
5603,1,34,HOMBRE
5604,8,41,HOMBRE
5605,14,37,HOMBRE
5606,3,21,HOMBRE
5607,18,31,HOMBRE
5608,19,32,HOMBRE
5609,16,36,HOMBRE
5610,18,31,HOMBRE
5611,13,20,HOMBRE
5612,11,18,HOMBRE
5613,4,39,MUJER
5614,4,19,HOMBRE
5615,2,28,HOMBRE
5616,13,23,HOMBRE
5617,10,44,MUJER
5618,3,26,HOMBRE
5619,17,28,HOMBRE
5620,11,45,HOMBRE
5621,5,38,HOMBRE
5622,7,40,HOMBRE
5623,16,36,HOMBRE
5624,12,19,HOMBRE
5625,15,24,HOMBRE
5626,4,17,HOMBRE
5627,9,20,HOMBRE
5628,19,31,HOMBRE
5629,19,32,HOMBRE
5630,4,19,HOMBRE
5631,2,31,HOMBRE
5632,7,39,HOMBRE
5633,11,19,HOMBRE
5634,4,39,MUJER
5635,7,40,HOMBRE
5636,11,45,HOMBRE
5637,4,17,HOMBRE
5638,5,20,HOMBRE
5639,10,44,HOMBRE
5640,16,37,HOMBRE
5641,2,31,HOMBRE
5642,14,38,HOMBRE
5643,11,45,MUJER
5644,4,15,HOMBRE
5645,4,17,HOMBRE
5646,10,25,HOMBRE
5647,4,14,HOMBRE
5648,4,17,HOMBRE
5649,18,30,HOMBRE
5650,12,40,HOMBRE
5651,4,17,HOMBRE
5652,4,19,HOMBRE
5653,15,24,HOMBRE
5654,7,18,HOMBRE
5655,17,28,HOMBRE
5656,4,14,HOMBRE
5657,12,42,HOMBRE
5658,3,27,HOMBRE
5659,19,33,MUJER
5660,5,21,HOMBRE
5661,4,17,HOMBRE
5662,4,17,HOMBRE
5663,12,40,HOMBRE
5664,12,40,HOMBRE
5665,2,37,HOMBRE
5666,4,15,HOMBRE
5667,12,45,HOMBRE
5668,18,31,HOMBRE
5669,4,21,HOMBRE
5670,19,32,HOMBRE
5671,16,28,HOMBRE
5672,19,32,HOMBRE
5673,16,28,HOMBRE
5674,11,44,HOMBRE
5675,13,40,HOMBRE
5676,5,40,MUJER
5677,12,44,HOMBRE
5678,8,17,HOMBRE
5679,4,19,HOMBRE
5680,1,33,HOMBRE
5681,18,31,HOMBRE
5682,19,31,HOMBRE
5683,2,31,HOMBRE
5684,16,35,HOMBRE
5685,9,42,HOMBRE
5686,4,16,HOMBRE
5687,4,38,HOMBRE
5688,8,42,HOMBRE
5689,10,25,HOMBRE
5690,11,25,HOMBRE
5691,10,44,HOMBRE
5692,4,14,HOMBRE
5693,4,20,HOMBRE
5694,2,37,MUJER
5695,8,19,HOMBRE
5696,15,24,HOMBRE
5697,19,32,HOMBRE
5698,2,31,HOMBRE
5699,4,17,HOMBRE
5700,2,36,HOMBRE
5701,4,15,HOMBRE
5702,4,20,HOMBRE
5703,5,18,HOMBRE
5704,4,14,HOMBRE
5705,7,22,HOMBRE
5706,3,28,HOMBRE
5707,4,19,HOMBRE
5708,9,18,HOMBRE
5709,3,25,HOMBRE
5710,4,17,HOMBRE
5711,17,33,HOMBRE
5712,4,17,HOMBRE
5713,3,27,HOMBRE
5714,19,31,HOMBRE
5715,3,27,HOMBRE
5716,1,36,HOMBRE
5717,10,40,HOMBRE
5718,6,40,MUJER
5719,7,39,HOMBRE
5720,4,17,HOMBRE
5721,7,18,HOMBRE
5722,15,37,HOMBRE
5723,4,17,HOMBRE
5724,15,39,MUJER
5725,13,39,HOMBRE
5726,4,20,HOMBRE
5727,4,18,HOMBRE
5728,3,25,HOMBRE
5729,4,19,HOMBRE
5730,12,19,HOMBRE
5731,4,20,HOMBRE
5732,12,44,HOMBRE
5733,3,37,HOMBRE
5734,13,40,HOMBRE
5735,10,39,HOMBRE
5736,2,28,HOMBRE
5737,17,33,HOMBRE
5738,14,26,HOMBRE
5739,4,38,HOMBRE
5740,12,24,HOMBRE
5741,4,16,HOMBRE
5742,12,42,HOMBRE
5743,11,45,HOMBRE
5744,18,34,HOMBRE
5745,4,17,HOMBRE
5746,5,17,HOMBRE
5747,4,17,HOMBRE
5748,4,14,HOMBRE
5749,9,39,HOMBRE
5750,3,18,HOMBRE
5751,12,45,MUJER
5752,4,17,HOMBRE
5753,4,15,HOMBRE
5754,13,20,HOMBRE
5755,4,14,HOMBRE
5756,8,22,HOMBRE
5757,14,22,HOMBRE
5758,9,19,HOMBRE
5759,4,17,HOMBRE
5760,4,17,HOMBRE
5761,4,15,HOMBRE
5762,13,21,HOMBRE
5763,12,41,HOMBRE
5764,11,19,HOMBRE
5765,6,40,MUJER
5766,9,26,HOMBRE
5767,4,14,HOMBRE
5768,13,22,HOMBRE
5769,1,34,HOMBRE
5770,8,42,HOMBRE
5771,15,24,HOMBRE
5772,3,25,HOMBRE
5773,2,29,HOMBRE
5774,9,39,HOMBRE
5775,11,19,HOMBRE
5776,12,42,HOMBRE
5777,4,16,HOMBRE
5778,17,37,MUJER
5779,5,17,HOMBRE
5780,16,38,MUJER
5781,1,33,HOMBRE
5782,16,28,HOMBRE
5783,11,45,HOMBRE
5784,7,18,HOMBRE
5785,4,14,HOMBRE
5786,9,25,HOMBRE
5787,19,31,HOMBRE
5788,15,38,HOMBRE
5789,19,34,HOMBRE
5790,18,31,HOMBRE
5791,16,36,HOMBRE
5792,17,29,HOMBRE
5793,12,42,HOMBRE
5794,11,45,MUJER
5795,4,18,HOMBRE
5796,9,43,HOMBRE
5797,4,16,HOMBRE
5798,19,33,MUJER
5799,4,24,HOMBRE
5800,1,35,HOMBRE
5801,5,18,HOMBRE
5802,13,21,HOMBRE
5803,4,19,HOMBRE
5804,11,24,HOMBRE
5805,10,18,HOMBRE
5806,12,43,HOMBRE
5807,4,20,HOMBRE
5808,4,17,HOMBRE
5809,16,28,HOMBRE
5810,19,32,HOMBRE
5811,4,15,HOMBRE
5812,6,18,HOMBRE
5813,9,39,HOMBRE
5814,4,16,HOMBRE
5815,4,20,HOMBRE
5816,3,27,HOMBRE
5817,14,39,HOMBRE
5818,12,43,HOMBRE
5819,5,37,HOMBRE
5820,4,14,HOMBRE
5821,4,14,HOMBRE
5822,6,17,HOMBRE
5823,4,18,HOMBRE
5824,2,37,MUJER
5825,5,37,HOMBRE
5826,5,27,HOMBRE
5827,1,35,HOMBRE
5828,1,35,HOMBRE
5829,4,18,HOMBRE
5830,7,26,HOMBRE
5831,8,41,HOMBRE
5832,1,36,HOMBRE
5833,6,18,HOMBRE
5834,4,16,HOMBRE
5835,5,27,HOMBRE
5836,12,19,HOMBRE
5837,4,17,HOMBRE
5838,7,39,HOMBRE
5839,4,19,HOMBRE
5840,17,36,HOMBRE
5841,4,17,HOMBRE
5842,17,29,HOMBRE
5843,13,23,HOMBRE
5844,3,25,HOMBRE
5845,4,17,HOMBRE
5846,4,17,HOMBRE
5847,15,37,HOMBRE
5848,6,38,HOMBRE
5849,4,19,HOMBRE
5850,16,38,MUJER
5851,4,19,HOMBRE
5852,4,20,HOMBRE
5853,16,37,HOMBRE
5854,14,26,HOMBRE
5855,17,27,HOMBRE
5856,17,33,HOMBRE
5857,8,42,HOMBRE
5858,16,37,HOMBRE
5859,2,30,HOMBRE
5860,7,22,HOMBRE
5861,4,19,HOMBRE
5862,12,43,HOMBRE
5863,4,17,HOMBRE
5864,9,19,HOMBRE
5865,10,40,HOMBRE
5866,16,35,HOMBRE
5867,14,37,HOMBRE
5868,4,15,HOMBRE
5869,8,42,MUJER
5870,4,22,HOMBRE
5871,13,24,HOMBRE
5872,7,26,HOMBRE
5873,8,42,HOMBRE
5874,5,38,HOMBRE
5875,4,18,HOMBRE
5876,19,32,HOMBRE
5877,17,29,HOMBRE
5878,5,40,MUJER
5879,12,45,MUJER
5880,5,27,HOMBRE
5881,4,14,HOMBRE
5882,10,25,HOMBRE
5883,10,19,HOMBRE
5884,4,19,HOMBRE
5885,7,40,HOMBRE
5886,10,19,HOMBRE
5887,5,40,MUJER
5888,4,23,HOMBRE
5889,14,38,HOMBRE
5890,8,41,HOMBRE
5891,17,28,HOMBRE
5892,4,17,HOMBRE
5893,4,22,HOMBRE
5894,4,16,HOMBRE
5895,14,23,HOMBRE
5896,8,43,MUJER
5897,13,22,HOMBRE
5898,1,34,HOMBRE
5899,10,43,HOMBRE
5900,5,35,HOMBRE
5901,17,35,HOMBRE
5902,10,18,HOMBRE
5903,13,25,HOMBRE
5904,4,14,HOMBRE
5905,4,15,HOMBRE
5906,2,37,MUJER
5907,4,20,HOMBRE
5908,2,31,HOMBRE
5909,12,44,HOMBRE
5910,4,14,HOMBRE
5911,3,37,HOMBRE
5912,1,34,HOMBRE
5913,16,25,HOMBRE
5914,4,17,HOMBRE
5915,4,18,HOMBRE
5916,3,19,HOMBRE
5917,19,31,HOMBRE
5918,4,14,HOMBRE
5919,6,39,HOMBRE
5920,4,17,HOMBRE
5921,5,18,HOMBRE
5922,13,20,HOMBRE
5923,18,30,HOMBRE
5924,6,20,HOMBRE
5925,7,40,HOMBRE
5926,6,17,HOMBRE
5927,13,40,HOMBRE
5928,16,28,HOMBRE
5929,19,32,HOMBRE
5930,18,34,HOMBRE
5931,13,22,HOMBRE
5932,11,45,HOMBRE
5933,17,37,MUJER
5934,9,20,HOMBRE
5935,13,21,HOMBRE
5936,12,45,HOMBRE
5937,4,27,HOMBRE
5938,4,14,HOMBRE
5939,14,26,HOMBRE
5940,4,16,HOMBRE
5941,12,45,HOMBRE
5942,6,17,HOMBRE
5943,1,33,HOMBRE
5944,9,17,HOMBRE
5945,12,41,HOMBRE
5946,17,27,HOMBRE
5947,4,20,HOMBRE
5948,12,19,HOMBRE
5949,11,40,HOMBRE
5950,8,19,HOMBRE
5951,7,26,HOMBRE
5952,4,15,HOMBRE
5953,4,16,HOMBRE
5954,4,17,HOMBRE
5955,6,15,HOMBRE
5956,3,27,HOMBRE
5957,19,31,HOMBRE
5958,6,41,MUJER
5959,7,26,HOMBRE
5960,8,26,HOMBRE
5961,9,20,HOMBRE
5962,6,27,HOMBRE
5963,19,33,MUJER
5964,17,30,HOMBRE
5965,4,18,HOMBRE
5966,18,34,HOMBRE
5967,11,45,HOMBRE
5968,11,45,HOMBRE
5969,14,37,HOMBRE
5970,4,19,HOMBRE
5971,4,20,HOMBRE
5972,13,22,HOMBRE
5973,4,38,HOMBRE
5974,6,27,HOMBRE
5975,10,25,HOMBRE
5976,2,37,MUJER
5977,6,26,HOMBRE
5978,4,17,HOMBRE
5979,12,43,HOMBRE
5980,16,28,HOMBRE
5981,13,21,HOMBRE
5982,4,38,HOMBRE
5983,11,25,HOMBRE
5984,19,32,HOMBRE
5985,4,19,HOMBRE
5986,18,30,HOMBRE
5987,15,36,HOMBRE
5988,4,38,HOMBRE
5989,13,40,HOMBRE
5990,11,40,HOMBRE
5991,4,20,HOMBRE
5992,13,39,HOMBRE
5993,1,36,HOMBRE
5994,4,14,HOMBRE
5995,4,14,HOMBRE
5996,4,22,HOMBRE
5997,5,40,MUJER
5998,13,20,HOMBRE
5999,14,39,HOMBRE
6000,3,30,HOMBRE
6001,4,15,HOMBRE
6002,13,24,HOMBRE
6003,3,24,HOMBRE
6004,19,32,HOMBRE
6005,10,18,HOMBRE
6006,19,31,HOMBRE
6007,10,40,HOMBRE
6008,7,20,HOMBRE
6009,4,15,HOMBRE
6010,14,37,HOMBRE
6011,4,20,HOMBRE
6012,13,23,HOMBRE
6013,4,18,HOMBRE
6014,13,24,HOMBRE
6015,8,42,MUJER
6016,4,38,HOMBRE
6017,7,22,HOMBRE
6018,8,42,MUJER
6019,12,45,HOMBRE
6020,13,21,HOMBRE
6021,3,25,HOMBRE
6022,4,17,HOMBRE
6023,9,20,HOMBRE
6024,4,18,HOMBRE
6025,13,22,HOMBRE
6026,12,42,HOMBRE
6027,12,42,HOMBRE
6028,1,36,MUJER
6029,8,17,HOMBRE
6030,7,22,HOMBRE
6031,15,24,HOMBRE
6032,18,30,HOMBRE
6033,14,22,HOMBRE
6034,7,18,HOMBRE
6035,15,37,HOMBRE
6036,13,22,HOMBRE
6037,15,36,HOMBRE
6038,18,31,HOMBRE
6039,1,33,HOMBRE
6040,4,15,HOMBRE
6041,2,30,HOMBRE
6042,2,29,HOMBRE
6043,14,26,HOMBRE
6044,13,22,HOMBRE
6045,5,27,HOMBRE
6046,4,17,HOMBRE
6047,11,19,HOMBRE
6048,4,19,HOMBRE
6049,13,21,HOMBRE
6050,8,42,MUJER
6051,9,18,HOMBRE
6052,4,18,HOMBRE
6053,13,22,HOMBRE
6054,4,17,HOMBRE
6055,9,43,MUJER
6056,2,37,HOMBRE
6057,12,41,HOMBRE
6058,15,24,HOMBRE
6059,4,17,HOMBRE
6060,4,39,MUJER
6061,9,17,HOMBRE
6062,4,18,HOMBRE
6063,4,38,MUJER
6064,4,16,HOMBRE
6065,4,18,HOMBRE
6066,7,20,HOMBRE
6067,17,27,HOMBRE
6068,4,15,HOMBRE
6069,10,23,HOMBRE
6070,10,44,MUJER
6071,13,22,HOMBRE
6072,5,27,HOMBRE
6073,2,36,HOMBRE
6074,17,33,HOMBRE
6075,4,15,HOMBRE
6076,3,26,HOMBRE
6077,4,15,HOMBRE
6078,2,29,HOMBRE
6079,4,20,HOMBRE
6080,4,15,HOMBRE
6081,4,17,HOMBRE
6082,8,16,HOMBRE
6083,4,39,MUJER
6084,10,25,HOMBRE
6085,8,41,HOMBRE
6086,12,44,HOMBRE
6087,14,26,HOMBRE
6088,10,20,HOMBRE
6089,4,16,HOMBRE
6090,12,42,HOMBRE
6091,13,40,HOMBRE
6092,4,23,HOMBRE
6093,4,18,HOMBRE
6094,19,33,MUJER
6095,11,40,HOMBRE
6096,19,31,HOMBRE
6097,4,37,HOMBRE
6098,18,32,HOMBRE
6099,9,43,HOMBRE
6100,4,33,HOMBRE
6101,5,18,HOMBRE
6102,5,38,HOMBRE
6103,16,37,HOMBRE
6104,4,17,HOMBRE
6105,19,33,HOMBRE
6106,4,27,HOMBRE
6107,4,17,HOMBRE
6108,6,15,HOMBRE
6109,4,19,HOMBRE
6110,1,34,HOMBRE
6111,9,26,HOMBRE
6112,12,40,HOMBRE
6113,1,35,HOMBRE
6114,4,32,HOMBRE
6115,4,24,HOMBRE
6116,4,22,HOMBRE
6117,5,40,MUJER
6118,12,42,HOMBRE
6119,7,42,MUJER
6120,4,15,HOMBRE
6121,19,31,HOMBRE
6122,17,37,MUJER
6123,3,30,HOMBRE
6124,12,19,HOMBRE
6125,16,25,HOMBRE
6126,11,40,HOMBRE
6127,4,22,HOMBRE
6128,10,44,HOMBRE
6129,5,38,HOMBRE
6130,13,40,HOMBRE
6131,3,37,HOMBRE
6132,4,17,HOMBRE
6133,14,26,HOMBRE
6134,4,14,HOMBRE
6135,4,21,HOMBRE
6136,10,19,HOMBRE
6137,4,24,HOMBRE
6138,3,25,HOMBRE
6139,12,42,HOMBRE
6140,10,40,HOMBRE
6141,19,33,HOMBRE
6142,4,14,HOMBRE
6143,19,31,HOMBRE
6144,4,17,HOMBRE
6145,18,31,HOMBRE
6146,2,36,HOMBRE
6147,4,17,HOMBRE
6148,7,22,HOMBRE
6149,11,25,HOMBRE
6150,10,23,HOMBRE
6151,4,18,HOMBRE
6152,19,32,HOMBRE
6153,4,17,HOMBRE
6154,14,38,HOMBRE
6155,4,23,HOMBRE
6156,7,20,HOMBRE
6157,13,25,HOMBRE
6158,10,20,HOMBRE
6159,9,19,HOMBRE
6160,11,24,HOMBRE
6161,8,18,HOMBRE
6162,12,45,MUJER
6163,4,19,HOMBRE
6164,9,43,MUJER
6165,6,39,HOMBRE
6166,5,38,HOMBRE
6167,13,39,HOMBRE
6168,16,36,HOMBRE
6169,13,24,HOMBRE
6170,8,18,HOMBRE
6171,12,40,HOMBRE
6172,19,31,HOMBRE
6173,6,39,HOMBRE
6174,19,31,HOMBRE
6175,4,16,HOMBRE
6176,19,32,HOMBRE
6177,12,42,HOMBRE
6178,2,36,HOMBRE
6179,4,16,HOMBRE
6180,19,31,HOMBRE
6181,12,44,HOMBRE
6182,4,17,HOMBRE
6183,17,36,HOMBRE
6184,11,20,HOMBRE
6185,5,38,HOMBRE
6186,19,32,HOMBRE
6187,6,27,HOMBRE
6188,1,36,HOMBRE
6189,14,39,HOMBRE
6190,3,37,HOMBRE
6191,15,27,HOMBRE
6192,3,28,HOMBRE
6193,2,30,HOMBRE
6194,18,29,HOMBRE
6195,13,24,HOMBRE
6196,4,17,HOMBRE
6197,19,31,HOMBRE
6198,4,16,HOMBRE
6199,7,42,MUJER
6200,11,19,HOMBRE
6201,13,21,HOMBRE
6202,4,14,HOMBRE
6203,4,20,HOMBRE
6204,14,42,MUJER
6205,11,25,HOMBRE
6206,18,30,HOMBRE
6207,19,32,HOMBRE
6208,14,39,HOMBRE
6209,13,24,HOMBRE
6210,4,17,HOMBRE
6211,3,25,HOMBRE
6212,17,32,HOMBRE
6213,4,18,HOMBRE
6214,3,20,HOMBRE
6215,8,41,HOMBRE
6216,4,17,HOMBRE
6217,13,20,HOMBRE
6218,4,20,HOMBRE
6219,3,36,HOMBRE
6220,4,19,HOMBRE
6221,17,30,HOMBRE
6222,3,37,HOMBRE
6223,12,19,HOMBRE
6224,4,17,HOMBRE
6225,6,39,HOMBRE
6226,12,43,HOMBRE
6227,4,19,HOMBRE
6228,19,33,HOMBRE
6229,7,18,HOMBRE
6230,15,38,HOMBRE
6231,4,20,HOMBRE
6232,18,30,HOMBRE
6233,11,25,HOMBRE
6234,17,27,HOMBRE
6235,3,29,HOMBRE
6236,15,38,HOMBRE
6237,4,19,HOMBRE
6238,10,18,HOMBRE
6239,17,37,MUJER
6240,1,32,HOMBRE
6241,12,42,HOMBRE
6242,19,32,HOMBRE
6243,11,40,HOMBRE
6244,6,20,HOMBRE
6245,4,15,HOMBRE
6246,19,32,HOMBRE
6247,3,18,HOMBRE
6248,12,42,HOMBRE
6249,8,18,HOMBRE
6250,11,19,HOMBRE
6251,3,20,HOMBRE
6252,3,37,HOMBRE
6253,4,27,HOMBRE
6254,11,25,HOMBRE
6255,13,23,HOMBRE
6256,7,18,HOMBRE
6257,4,14,HOMBRE
6258,1,36,HOMBRE
6259,13,25,HOMBRE
6260,19,32,HOMBRE
6261,5,35,HOMBRE
6262,13,40,HOMBRE
6263,13,23,HOMBRE
6264,2,31,HOMBRE
6265,6,27,HOMBRE
6266,12,20,HOMBRE
6267,7,18,HOMBRE
6268,8,20,HOMBRE
6269,14,39,HOMBRE
6270,8,39,HOMBRE
6271,17,36,HOMBRE
6272,8,39,HOMBRE
6273,18,30,HOMBRE
6274,4,20,HOMBRE
6275,11,45,MUJER
6276,4,18,HOMBRE
6277,12,41,HOMBRE
6278,4,19,HOMBRE
6279,19,32,HOMBRE
6280,16,28,HOMBRE
6281,4,21,HOMBRE
6282,4,15,HOMBRE
6283,13,24,HOMBRE
6284,1,34,HOMBRE
6285,19,32,HOMBRE
6286,4,18,HOMBRE
6287,12,19,HOMBRE
6288,2,30,HOMBRE
6289,13,21,HOMBRE
6290,13,43,MUJER
6291,4,24,HOMBRE
6292,18,32,HOMBRE
6293,7,26,HOMBRE
6294,2,31,HOMBRE
6295,4,17,HOMBRE
6296,4,17,HOMBRE
6297,5,38,HOMBRE
6298,13,24,HOMBRE
6299,2,37,MUJER
6300,3,25,HOMBRE
6301,11,24,HOMBRE
6302,12,44,HOMBRE
6303,4,17,HOMBRE
6304,10,19,HOMBRE
6305,4,17,HOMBRE
6306,18,30,HOMBRE
6307,18,34,HOMBRE
6308,4,20,HOMBRE
6309,7,26,HOMBRE
6310,19,32,HOMBRE
6311,3,37,HOMBRE
6312,4,32,HOMBRE
6313,12,40,HOMBRE
6314,5,36,HOMBRE
6315,8,22,HOMBRE
6316,19,31,HOMBRE
6317,4,17,HOMBRE
6318,12,45,HOMBRE
6319,3,27,HOMBRE
6320,13,22,HOMBRE
6321,14,26,HOMBRE
6322,4,18,HOMBRE
6323,1,34,HOMBRE
6324,6,39,HOMBRE
6325,4,15,HOMBRE
6326,7,22,HOMBRE
6327,16,28,HOMBRE
6328,4,17,HOMBRE
6329,4,19,HOMBRE
6330,8,26,HOMBRE
6331,5,36,HOMBRE
6332,7,22,HOMBRE
6333,3,37,HOMBRE
6334,4,20,HOMBRE
6335,1,32,HOMBRE
6336,5,40,MUJER
6337,15,27,HOMBRE
6338,19,32,HOMBRE
6339,7,16,HOMBRE
6340,4,15,HOMBRE
6341,8,42,HOMBRE
6342,13,25,HOMBRE
6343,4,17,HOMBRE
6344,1,35,HOMBRE
6345,3,26,HOMBRE
6346,7,40,HOMBRE
6347,13,20,HOMBRE
6348,3,37,HOMBRE
6349,8,26,HOMBRE
6350,4,16,HOMBRE
6351,4,21,HOMBRE
6352,7,39,HOMBRE
6353,13,22,HOMBRE
6354,4,18,HOMBRE
6355,4,17,HOMBRE
6356,4,17,HOMBRE
6357,13,20,HOMBRE
6358,16,37,HOMBRE
6359,3,21,HOMBRE
6360,5,21,HOMBRE
6361,19,32,HOMBRE
6362,12,25,HOMBRE
6363,16,29,HOMBRE
6364,3,38,MUJER
6365,4,19,HOMBRE
6366,5,38,HOMBRE
6367,13,20,HOMBRE
6368,13,20,HOMBRE
6369,4,15,HOMBRE
6370,9,26,HOMBRE
6371,4,14,HOMBRE
6372,4,15,HOMBRE
6373,5,21,HOMBRE
6374,9,19,HOMBRE
6375,4,14,HOMBRE
6376,9,42,HOMBRE
6377,3,37,HOMBRE
6378,8,41,HOMBRE
6379,15,36,HOMBRE
6380,7,18,HOMBRE
6381,4,17,HOMBRE
6382,9,23,HOMBRE
6383,11,25,HOMBRE
6384,16,39,MUJER
6385,18,30,HOMBRE
6386,4,20,HOMBRE
6387,19,31,HOMBRE
6388,10,40,HOMBRE
6389,5,38,HOMBRE
6390,13,23,HOMBRE
6391,12,44,HOMBRE
6392,12,44,HOMBRE
6393,4,21,HOMBRE
6394,9,17,HOMBRE
6395,19,34,HOMBRE
6396,4,16,HOMBRE
6397,10,19,HOMBRE
6398,4,19,HOMBRE
6399,16,26,HOMBRE
6400,19,31,HOMBRE
6401,10,40,HOMBRE
6402,4,19,HOMBRE
6403,11,40,HOMBRE
6404,4,15,HOMBRE
6405,4,15,HOMBRE
6406,4,20,HOMBRE
6407,4,37,HOMBRE
6408,14,39,HOMBRE
6409,4,16,HOMBRE
6410,6,21,HOMBRE
6411,13,24,HOMBRE
6412,4,17,HOMBRE
6413,16,34,HOMBRE
6414,4,17,HOMBRE
6415,6,39,HOMBRE
6416,8,39,HOMBRE
6417,17,29,HOMBRE
6418,4,17,HOMBRE
6419,4,14,HOMBRE
6420,12,40,HOMBRE
6421,2,37,HOMBRE
6422,10,19,HOMBRE
6423,6,39,HOMBRE
6424,16,39,MUJER
6425,19,31,HOMBRE
6426,3,37,HOMBRE
6427,4,21,HOMBRE
6428,4,14,HOMBRE
6429,4,14,HOMBRE
6430,13,21,HOMBRE
6431,5,18,HOMBRE
6432,1,36,HOMBRE
6433,10,25,HOMBRE
6434,13,39,HOMBRE
6435,3,21,HOMBRE
6436,19,31,HOMBRE
6437,13,40,HOMBRE
6438,12,45,MUJER
6439,6,21,HOMBRE
6440,6,18,HOMBRE
6441,6,18,HOMBRE
6442,14,23,HOMBRE
6443,19,31,HOMBRE
6444,4,17,HOMBRE
6445,8,39,HOMBRE
6446,11,19,HOMBRE
6447,18,29,HOMBRE
6448,5,17,HOMBRE
6449,18,30,HOMBRE
6450,8,22,HOMBRE
6451,3,19,HOMBRE
6452,17,29,HOMBRE
6453,8,18,HOMBRE
6454,1,33,HOMBRE
6455,13,21,HOMBRE
6456,4,17,HOMBRE
6457,5,40,MUJER
6458,12,19,HOMBRE
6459,17,27,HOMBRE
